LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
2017,12000,12000,13.11%,36 months,debt_consolidation,18.32%,NC,RENT,3916.67,690-694,14,12134,0,8 years
2018,20800,13796.59,12.21%,36 months,credit_card,16.94%,TX,MORTGAGE,5833.33,750-754,11,14337,0,10+ years
2019,8000,8000,12.69%,36 months,debt_consolidation,17.10%,SC,MORTGAGE,7083,695-699,11,9345,3,4 years
2020,10000,10000,10.16%,36 months,debt_consolidation,11.98%,CA,RENT,4166.67,705-709,9,10979,0,4 years
2021,6000,6000,14.27%,36 months,debt_consolidation,7.64%,IL,MORTGAGE,5184.75,675-679,8,14422,0,2 years
2022,4500,4500,12.12%,36 months,debt_consolidation,14.32%,AZ,RENT,1250,675-679,8,6265,0,5 years
2023,3600,3600,7.49%,36 months,medical,15.72%,TX,RENT,2500,740-744,8,650,0,< 1 year
2024,11200,11200,15.80%,36 months,debt_consolidation,12.15%,FL,RENT,2666.67,675-679,9,5666,1,10+ years
2025,4000,3925,11.49%,36 months,other,13.98%,VA,MORTGAGE,4700,695-699,7,19310,3,n/a
2026,6000,6000,13.49%,60 months,debt_consolidation,14.34%,KY,RENT,3458,690-694,6,2072,0,10+ years
2027,17000,17000,13.11%,36 months,debt_consolidation,15.33%,CO,MORTGAGE,10666.67,720-724,18,26539,1,10+ years
2028,8000,8000,13.11%,36 months,debt_consolidation,6.74%,UT,MORTGAGE,4583.33,665-669,13,9085,1,10+ years
2029,2800,2800,7.40%,36 months,educational,7.96%,MD,MORTGAGE,4158,805-809,12,562,0,8 years
2030,12375,12375,6.03%,36 months,debt_consolidation,19.24%,PA,MORTGAGE,6750,790-794,11,8135,0,1 year
2031,18825,18825,17.27%,60 months,credit_card,33.15%,MI,MORTGAGE,3583.33,690-694,12,13426,0,8 years
2032,9600,9600,11.14%,36 months,debt_consolidation,23.62%,CO,MORTGAGE,4389.92,715-719,10,2195,1,8 years
2033,14400,14400,13.11%,36 months,credit_card,10.75%,CA,RENT,5000,680-684,13,19772,0,8 years
2034,6000,6000,17.56%,60 months,vacation,14.88%,NJ,OWN,4416.67,660-664,9,28349,3,10+ years
2035,9000,9000,6.03%,36 months,major_purchase,9.29%,NY,MORTGAGE,14166.67,770-774,13,40909,0,4 years
2036,20000,19850,11.86%,60 months,wedding,15.94%,NJ,RENT,4166.67,735-739,11,3202,0,3 years
2037,15000,15000,13.06%,36 months,house,22.69%,FL,MORTGAGE,3750,685-689,12,21016,0,10+ years
2038,20000,20000,11.14%,60 months,debt_consolidation,23.27%,WA,MORTGAGE,9166.67,735-739,24,53494,2,10+ years
2039,13750,13750,19.69%,60 months,medical,22.01%,FL,MORTGAGE,2916.67,665-669,7,4690,2,2 years
2040,6000,6000,17.19%,60 months,home_improvement,17.80%,VA,MORTGAGE,13625,675-679,10,26688,4,10+ years
2041,20000,20000,7.90%,36 months,debt_consolidation,10.32%,AR,MORTGAGE,10400,735-739,14,15626,0,2 years
2042,12800,12800,11.49%,60 months,home_improvement,20.04%,NC,MORTGAGE,3333.33,720-724,13,24723,0,5 years
2043,6000,6000,6.03%,36 months,debt_consolidation,7.77%,NY,MORTGAGE,3666.67,780-784,19,6275,1,4 years
2044,12000,12000,7.51%,36 months,debt_consolidation,13.30%,CA,RENT,7166.67,735-739,16,13715,1,4 years
2045,12500,12500,13.11%,36 months,credit_card,27.76%,PA,RENT,3416.67,690-694,12,14174,0,6 years
2046,5000,5000,17.58%,36 months,other,5.33%,AZ,RENT,1800,665-669,2,1749,0,< 1 year
2047,4950,4950,14.33%,36 months,debt_consolidation,8.95%,FL,OWN,2916.67,675-679,11,7931,2,6 years
2048,30000,30000,13.11%,60 months,other,16.32%,CA,RENT,20416.67,755-759,6,0,0,2 years
2049,10000,10000,12.12%,36 months,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,670-674,13,19263,1,8 years
2050,6000,6000,14.65%,36 months,debt_consolidation,11.89%,TX,MORTGAGE,14333.33,670-674,11,31640,1,10+ years
2051,24000,24000,7.90%,36 months,debt_consolidation,20.87%,TX,MORTGAGE,10166.67,750-754,15,29523,1,2 years
2052,14000,14000,10.00%,60 months,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,745-749,6,27477,0,4 years
2053,6000,6000,7.49%,36 months,credit_card,19.33%,IL,RENT,2100,715-719,8,2376,0,2 years
2054,22400,22400,13.11%,36 months,debt_consolidation,16.08%,PA,RENT,7375,690-694,8,9673,0,10+ years
2055,8000,8000,7.90%,36 months,vacation,0%,NY,RENT,7300,795-799,2,0,0,10+ years
2056,24575,24550,20.49%,36 months,credit_card,19.28%,CO,MORTGAGE,5166.67,665-669,8,23157,0,10+ years
2057,8000,8000,14.83%,60 months,credit_card,6.29%,NJ,MORTGAGE,4833.33,675-679,8,9676,4,6 years
2058,10000,10000,14.33%,36 months,debt_consolidation,12.69%,FL,MORTGAGE,7916.67,670-674,11,8271,3,6 years
2059,29000,27884.92,10.65%,60 months,debt_consolidation,3.90%,NH,MORTGAGE,15000,745-749,12,55964,0,10+ years
2060,5400,5400,6.03%,36 months,credit_card,4.16%,SD,OWN,2333.33,805-809,9,4224,0,6 years
2061,12375,12375,6.62%,36 months,debt_consolidation,31%,PA,MORTGAGE,3500,735-739,16,14037,0,2 years
2062,30000,30000,16.29%,60 months,debt_consolidation,21.20%,GA,MORTGAGE,6666.67,720-724,14,32854,2,10+ years
2063,5000,5000,6.03%,36 months,major_purchase,2.92%,NY,RENT,3033,770-774,7,3663,0,8 years
2064,6200,6200,18.64%,60 months,credit_card,10.61%,WA,MORTGAGE,4250,670-674,9,5936,3,9 years
2065,7000,7000,7.49%,36 months,major_purchase,7.26%,PA,OWN,6280,750-754,14,353,0,4 years
2066,29175,29175,21.00%,60 months,credit_card,8.83%,MA,RENT,12500,695-699,9,15308,2,4 years
2067,35000,33645.15,17.49%,60 months,debt_consolidation,6.01%,NY,MORTGAGE,16133.33,725-729,11,32222,0,2 years
2068,6000,6000,16.89%,60 months,debt_consolidation,9.04%,NY,RENT,2400,680-684,7,7261,2,2 years
2069,35000,35000,12.42%,60 months,debt_consolidation,12.79%,OK,MORTGAGE,12083.33,730-734,15,18385,0,< 1 year
2070,16400,12136.46,13.79%,36 months,small_business,17.43%,VA,MORTGAGE,6074.17,680-684,14,23831,2,1 year
2071,8450,8450,13.49%,60 months,major_purchase,12.73%,TX,MORTGAGE,1375,775-779,2,0,1,2 years
2072,18000,18000,17.99%,36 months,debt_consolidation,20.18%,WA,RENT,6916.67,665-669,15,23786,0,10+ years
2073,12375,12325,13.49%,36 months,debt_consolidation,24.95%,AZ,MORTGAGE,4416.67,675-679,7,32725,0,9 years
2074,10000,10000,5.42%,36 months,home_improvement,1.69%,CA,MORTGAGE,8000,795-799,6,8974,0,3 years
2075,2000,2000,14.09%,36 months,debt_consolidation,28.46%,MI,MORTGAGE,3513.33,680-684,18,23635,3,10+ years
2076,12000,12000,21.98%,60 months,debt_consolidation,12.94%,OH,MORTGAGE,2866.5,665-669,5,9626,1,10+ years
2077,5000,5000,7.62%,36 months,other,16.32%,MA,RENT,3750,740-744,6,1703,3,8 years
2078,12000,12000,6.03%,36 months,major_purchase,2.55%,MO,MORTGAGE,3416.67,785-789,6,3732,0,10+ years
2079,6000,6000,13.99%,36 months,home_improvement,12.98%,WY,MORTGAGE,10000,665-669,9,8230,0,5 years
2080,13000,12975,9.99%,60 months,home_improvement,8.77%,OH,MORTGAGE,10500,800-804,8,6810,0,10+ years
2081,4750,4700,17.27%,36 months,other,18.33%,FL,MORTGAGE,3583.33,755-759,11,2964,2,5 years
2082,10000,9925,18.49%,36 months,small_business,13.37%,OR,MORTGAGE,11250,665-669,13,16740,2,10+ years
2083,1000,1000,15.31%,36 months,moving,24.65%,NV,OWN,3176,675-679,6,10982,2,5 years
2084,9600,9600,16.29%,36 months,debt_consolidation,26.50%,TX,RENT,5166.67,670-674,14,5639,0,3 years
2085,3625,3625,14.09%,36 months,debt_consolidation,11.32%,FL,MORTGAGE,3895,665-669,9,12251,0,10+ years
2086,10000,10000,13.11%,36 months,debt_consolidation,8.11%,CO,OWN,3500,685-689,11,11401,1,10+ years
2087,19425,19400,12.42%,60 months,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,745-749,10,6782,1,2 years
2088,8400,8400,13.67%,36 months,credit_card,17%,TX,RENT,4583.33,695-699,14,20318,2,5 years
2089,10000,10000,13.99%,36 months,debt_consolidation,18.14%,CA,RENT,4166.67,680-684,9,10545,1,3 years
2090,6000,6000,13.23%,36 months,debt_consolidation,22.47%,FL,MORTGAGE,9367,685-689,13,33815,0,1 year
2091,10000,10000,14.33%,36 months,debt_consolidation,25.01%,NV,RENT,4666.67,670-674,9,19479,0,10+ years
2092,6000,6000,12.12%,36 months,debt_consolidation,16.39%,NM,RENT,1312.08,675-679,7,12475,0,1 year
2093,16000,16000,15.31%,60 months,major_purchase,15.74%,NY,RENT,11250,675-679,10,15550,0,2 years
2094,22000,21925,17.27%,36 months,credit_card,18.02%,CA,MORTGAGE,8666.67,660-664,12,9317,2,10+ years
2095,25000,24950,21.27%,36 months,credit_card,8.33%,CA,MORTGAGE,12500,670-674,3,26057,0,10+ years
2096,13200,13200,19.72%,36 months,credit_card,9.07%,CA,MORTGAGE,5083.33,665-669,5,10771,0,10+ years
2097,24000,14450,9.99%,60 months,debt_consolidation,8.08%,AL,MORTGAGE,8083.33,765-769,9,13559,0,10+ years
2098,12250,2200,15.05%,36 months,debt_consolidation,23.80%,GA,MORTGAGE,7416.67,660-664,13,19136,1,8 years
2099,21000,21000,11.14%,60 months,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,705-709,8,22298,1,9 years
2100,9000,9000,14.33%,36 months,credit_card,15.36%,CO,MORTGAGE,7083.33,685-689,19,11077,1,2 years
2101,5000,5000,11.14%,36 months,credit_card,18.30%,OH,RENT,4665.83,690-694,21,4677,0,4 years
2102,35000,34975,8.90%,36 months,debt_consolidation,17.90%,LA,OWN,8750,775-779,8,31600,3,< 1 year
2103,20000,20000,21.98%,60 months,credit_card,25.48%,NY,OTHER,6416.67,670-674,15,14115,0,10+ years
2104,12000,11975,7.90%,36 months,debt_consolidation,12.78%,VA,RENT,10000,705-709,9,23474,0,< 1 year
2105,10000,10000,13.49%,36 months,credit_card,22.08%,NY,RENT,6000,680-684,8,11088,0,3 years
2106,10750,10725,13.11%,36 months,debt_consolidation,14.02%,MI,MORTGAGE,4416.67,685-689,6,11525,0,10+ years
2107,4000,3975,14.83%,36 months,moving,22.09%,CA,RENT,5600,680-684,8,7900,1,5 years
2108,10450,10450,13.11%,36 months,debt_consolidation,21.33%,TX,RENT,2658.83,705-709,10,13371,1,10+ years
2109,3000,2950,8.90%,36 months,home_improvement,16.80%,NY,MORTGAGE,4166.67,725-729,4,8082,0,3 years
2110,11000,11000,12.12%,36 months,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,695-699,11,12361,0,10+ years
2111,7500,7500,13.11%,36 months,debt_consolidation,8.04%,NJ,RENT,2796.8,690-694,4,4788,0,7 years
2112,7350,7325,11.12%,36 months,debt_consolidation,20.15%,OR,MORTGAGE,4000,710-714,17,33178,0,4 years
2113,10000,10000,10.74%,36 months,debt_consolidation,10.42%,NY,RENT,5000,720-724,6,5510,2,3 years
2114,8000,8000,17.27%,36 months,other,12.20%,MI,RENT,1750,665-669,9,5828,0,4 years
2115,33600,33600,23.83%,60 months,debt_consolidation,19.11%,UT,RENT,7666.67,660-664,18,12337,0,10+ years
2116,12000,12000,15.27%,60 months,credit_card,16.85%,VA,RENT,4333.33,700-704,15,17997,1,< 1 year
2117,5000,5000,17.49%,60 months,car,16.71%,PA,RENT,2400,670-674,6,2023,1,3 years
2118,10000,10000,11.14%,36 months,credit_card,11.64%,VA,MORTGAGE,12083.33,715-719,14,38378,1,2 years
2119,2075,2075,10.16%,36 months,debt_consolidation,22%,SC,RENT,2250,700-704,5,7195,0,2 years
2120,16000,15825,16.82%,36 months,credit_card,20.30%,TX,MORTGAGE,6250,665-669,18,30772,5,1 year
2121,6000,6000,12.12%,36 months,credit_card,30.82%,CT,MORTGAGE,4166.67,695-699,8,13250,1,n/a
2122,8600,8600,13.99%,36 months,credit_card,9.09%,CA,RENT,4500,680-684,6,11183,0,5 years
2123,16800,16800,7.90%,60 months,debt_consolidation,3.34%,FL,MORTGAGE,10666.67,815-819,7,4757,0,10+ years
2124,7200,7200,7.51%,36 months,medical,4.43%,NJ,RENT,3000,755-759,6,75,1,6 years
2125,9000,9000,13.11%,36 months,wedding,24.88%,CA,MORTGAGE,5000,700-704,12,4621,3,6 years
2126,10000,9767.84,12.87%,36 months,debt_consolidation,21.28%,GA,MORTGAGE,8333.33,715-719,24,9470,1,< 1 year
2127,11350,11350,14.09%,36 months,debt_consolidation,27.41%,AZ,RENT,2783.33,675-679,14,11031,0,< 1 year
2128,6000,6000,17.27%,60 months,home_improvement,11.20%,TX,MORTGAGE,8750,685-689,5,10980,2,6 years
2129,4000,4000,12.12%,36 months,small_business,18.44%,AL,RENT,2250,680-684,7,1955,0,< 1 year
2130,6400,6400,10.74%,36 months,debt_consolidation,19.23%,DC,RENT,3833.33,690-694,13,10451,0,< 1 year
2131,3000,3000,18.25%,36 months,debt_consolidation,23.18%,AL,MORTGAGE,4820,660-664,23,7949,3,7 years
2132,1125,1125,5.79%,36 months,credit_card,17.68%,FL,OWN,3083.33,750-754,8,3935,0,6 years
2133,28000,27950,13.11%,60 months,small_business,0%,CO,RENT,4806,795-799,6,0,1,4 years
2134,6000,6000,8.90%,36 months,credit_card,24.57%,CA,RENT,6666.67,685-689,22,6462,0,2 years
2135,5000,5000,6.03%,36 months,other,6.11%,TX,MORTGAGE,5416.67,795-799,13,4956,0,8 years
2136,20000,19975,20.30%,60 months,debt_consolidation,20.91%,AK,OWN,4916.67,665-669,16,32137,2,10+ years
2137,9200,9200,7.49%,36 months,credit_card,21.52%,PA,RENT,2416.67,730-734,10,21323,1,10+ years
2138,35000,35000,13.11%,60 months,other,12.02%,CA,MORTGAGE,20833.33,740-744,13,40765,0,5 years
2139,18000,18000,20.49%,60 months,debt_consolidation,29.25%,CA,RENT,3750,675-679,18,8165,0,6 years
2140,8250,8250,7.49%,36 months,credit_card,24.19%,CO,RENT,2100,720-724,7,9469,0,1 year
2141,1200,1200,7.49%,36 months,other,17.88%,AL,OWN,1666.67,710-714,10,9154,0,10+ years
2142,10000,10000,9.63%,36 months,credit_card,17.96%,NY,RENT,7500,705-709,8,52045,0,10+ years
2143,35000,35000,17.27%,60 months,debt_consolidation,15.30%,MA,MORTGAGE,9000,700-704,8,41226,1,10+ years
2144,18000,18000,15.31%,36 months,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,690-694,10,21174,0,10+ years
2145,20000,19975,18.39%,60 months,debt_consolidation,15.61%,MD,MORTGAGE,7000,705-709,6,20642,2,10+ years
2146,5500,5500,11.14%,36 months,credit_card,32.16%,PA,OWN,1666.67,690-694,7,8826,0,3 years
2147,35000,35000,22.47%,60 months,debt_consolidation,18.95%,FL,OWN,9583.33,660-664,9,14184,1,n/a
2148,35000,35000,21.98%,60 months,credit_card,14.68%,NY,RENT,9166.67,695-699,12,37424,0,3 years
2149,20950,20875,21.49%,60 months,debt_consolidation,27.56%,NY,MORTGAGE,4500,675-679,15,24210,1,6 years
2150,1500,1500,9.63%,36 months,other,16.98%,AZ,MORTGAGE,7725,695-699,14,30626,0,6 years
2151,12000,12000,19.99%,36 months,debt_consolidation,15.16%,KY,RENT,4458.33,660-664,8,13935,1,4 years
2152,10000,9975,14.33%,36 months,debt_consolidation,13%,CA,MORTGAGE,3625,690-694,10,8464,2,< 1 year
2153,9750,9750,18.49%,36 months,debt_consolidation,11.59%,TX,OWN,2666.67,660-664,7,8172,0,3 years
2154,5600,5575,7.49%,36 months,debt_consolidation,24.74%,WA,RENT,2583,740-744,6,2454,1,2 years
2155,11200,11200,13.11%,60 months,debt_consolidation,11.73%,CA,MORTGAGE,3333.33,720-724,8,8747,0,10+ years
2156,4000,3975,13.43%,36 months,small_business,7.60%,PA,RENT,1750,670-674,7,7178,3,< 1 year
2157,7000,7000,8.90%,36 months,small_business,15.79%,PA,MORTGAGE,4700,700-704,12,7012,0,1 year
2158,18000,18000,6.03%,36 months,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,735-739,13,14007,2,7 years
2159,5000,5000,12.61%,36 months,debt_consolidation,13.40%,CA,RENT,2000,695-699,9,1753,0,2 years
2160,10000,9975,9.25%,36 months,small_business,5.60%,VA,RENT,4000,705-709,7,8528,0,< 1 year
2161,9800,9800,19.69%,60 months,debt_consolidation,14.89%,RI,MORTGAGE,5340.25,665-669,8,5350,1,2 years
2162,20000,19975,12.12%,36 months,credit_card,19.82%,UT,MORTGAGE,6750,685-689,14,21637,0,5 years
2163,5100,4950,18.29%,36 months,debt_consolidation,25.67%,NJ,RENT,3000,640-644,14,5004,6,< 1 year
2164,8875,8875,11.14%,36 months,debt_consolidation,31.70%,TX,RENT,2160,700-704,19,17422,0,10+ years
2165,4400,4400,5.99%,36 months,major_purchase,17.93%,PA,OWN,4000,765-769,6,9945,1,5 years
2166,35000,23350,11.71%,60 months,small_business,8.07%,CA,MORTGAGE,7500,745-749,6,5660,0,3 years
2167,3000,3000,18.49%,36 months,credit_card,16.07%,NJ,OWN,2916.67,660-664,9,6403,0,< 1 year
2168,4800,4800,12.42%,36 months,moving,5.31%,NY,RENT,3500,690-694,8,5093,0,5 years
2169,5375,5375,11.71%,36 months,debt_consolidation,28.75%,KY,MORTGAGE,2166.67,720-724,5,15475,1,8 years
2170,14000,14000,11.99%,60 months,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,705-709,12,32213,0,< 1 year
2171,19800,19775,13.23%,36 months,credit_card,20.09%,MO,MORTGAGE,6666.67,730-734,8,31220,0,< 1 year
2172,13025,13025,13.11%,36 months,credit_card,7.75%,UT,MORTGAGE,4333.33,675-679,6,13029,0,10+ years
2173,18000,18000,18.49%,36 months,debt_consolidation,20.56%,CA,RENT,9333.33,675-679,12,37526,1,6 years
2174,2500,2275.77,7.68%,36 months,major_purchase,17.59%,OR,MORTGAGE,3666.67,785-789,6,406,0,10+ years
2175,5000,4985.44,7.14%,36 months,debt_consolidation,11.40%,CT,OWN,4166.67,755-759,6,16666,1,5 years
2176,4500,4500,11.14%,36 months,credit_card,9.73%,CT,RENT,2916.67,685-689,13,4265,0,4 years
2177,15000,15000,8.90%,36 months,debt_consolidation,8.56%,MO,RENT,7500,740-744,8,8343,1,< 1 year
2178,35000,35000,20.49%,60 months,debt_consolidation,11.84%,TX,MORTGAGE,18750,715-719,14,41707,2,1 year
2179,4500,4500,8.49%,36 months,credit_card,2.54%,TX,RENT,2166.67,795-799,2,527,1,3 years
2180,4500,4500,17.27%,36 months,debt_consolidation,16.59%,PA,RENT,4666.67,675-679,24,893,1,3 years
2181,1450,1450,7.51%,36 months,other,22.20%,MA,RENT,833.33,740-744,9,709,0,n/a
2182,6000,6000,14.96%,36 months,small_business,11.55%,TX,RENT,7083.33,760-764,7,5341,0,2 years
2183,4500,4500,6.54%,36 months,medical,15.82%,NC,MORTGAGE,3250,725-729,16,6049,0,10+ years
2184,14000,14000,6.62%,36 months,debt_consolidation,20.18%,TX,RENT,4583.33,750-754,15,15890,1,10+ years
2185,15000,15000,6.03%,36 months,debt_consolidation,8.72%,MA,MORTGAGE,12000,800-804,17,13151,0,2 years
2186,22000,14550,10.99%,60 months,debt_consolidation,15.83%,TX,MORTGAGE,5243.75,760-764,18,14115,0,2 years
2187,10000,1300,11.03%,36 months,credit_card,11.03%,GA,MORTGAGE,6666.67,695-699,8,43712,0,4 years
2188,35000,35000,20.49%,36 months,debt_consolidation,20.82%,TX,MORTGAGE,12333.33,700-704,23,36870,0,10+ years
2189,10000,10000,20.49%,36 months,debt_consolidation,18.75%,TX,RENT,5250,685-689,25,3802,1,3 years
2190,6000,6000,13.98%,60 months,medical,24.29%,CA,RENT,2400,695-699,11,6069,4,9 years
2191,10000,10000,15.80%,36 months,debt_consolidation,13.10%,AK,MORTGAGE,4458.33,675-679,7,6413,1,< 1 year
2192,10000,9950,8.94%,36 months,debt_consolidation,13.73%,CO,RENT,3125,785-789,5,417,2,1 year
2193,12000,3639.28,13.30%,36 months,debt_consolidation,12.77%,CA,RENT,3000,660-664,15,8480,4,6 years
2194,9600,9600,14.65%,36 months,credit_card,2.21%,CA,RENT,5833.33,675-679,7,5879,1,7 years
2195,17800,17775,22.11%,60 months,debt_consolidation,5.86%,NC,RENT,7000,660-664,9,6708,0,6 years
2196,2000,2000,7.62%,36 months,major_purchase,24.69%,TX,MORTGAGE,4333.33,765-769,10,2792,4,10+ years
2197,18825,18825,21.00%,60 months,debt_consolidation,19.22%,CT,RENT,4583.33,680-684,8,17292,2,10+ years
2198,3000,2509.17,13.06%,36 months,house,12.06%,NV,RENT,2571.42,705-709,2,0,3,6 years
2199,2000,2000,13.11%,36 months,debt_consolidation,19.13%,KY,RENT,2916.67,670-674,7,4376,0,10+ years
2200,9000,9000,17.77%,36 months,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14,21175,1,5 years
2201,5750,5750,13.11%,36 months,credit_card,24.24%,NY,RENT,1675,705-709,18,8035,0,4 years
2202,21725,21725,19.22%,60 months,debt_consolidation,22.48%,LA,OWN,3629.58,675-679,7,19685,0,10+ years
2203,20000,20000,7.90%,36 months,debt_consolidation,33.28%,NY,RENT,8666.67,725-729,9,33067,0,3 years
2204,15350,15325,13.49%,60 months,debt_consolidation,28.63%,WA,MORTGAGE,3200,730-734,6,9946,1,10+ years
2205,8400,8400,14.33%,36 months,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11,2060,0,< 1 year
2206,4500,4500,7.49%,36 months,credit_card,27.63%,OR,RENT,2700,720-724,13,9341,0,4 years
2207,9950,9950,15.31%,36 months,wedding,7.84%,CA,RENT,2833.33,675-679,7,4904,2,n/a
2208,15000,15000,7.90%,36 months,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,725-729,10,9608,0,3 years
2209,10000,9850,10.99%,36 months,other,19.23%,VA,MORTGAGE,9150,705-709,16,43256,2,10+ years
2210,12000,10400,18.25%,60 months,car,12.11%,CA,RENT,5600,660-664,7,2409,1,3 years
2211,8000,3862.32,12.21%,36 months,other,13.29%,GA,MORTGAGE,12500,695-699,10,93265,1,10+ years
2212,3000,3000,6.03%,36 months,debt_consolidation,11.03%,NY,MORTGAGE,7500,765-769,13,10585,0,n/a
2213,15000,15000,14.33%,36 months,debt_consolidation,27.25%,TX,MORTGAGE,7500,680-684,13,27872,0,10+ years
2214,12700,12700,17.77%,36 months,debt_consolidation,23.94%,AL,MORTGAGE,3333.33,685-689,14,9655,3,n/a
2215,16000,15745.73,11.11%,60 months,debt_consolidation,9.90%,MO,RENT,2958.33,765-769,6,8943,2,< 1 year
2216,7200,7200,7.90%,36 months,debt_consolidation,21.74%,TX,RENT,4300,710-714,7,33189,0,10+ years
2217,30000,30000,20.25%,60 months,debt_consolidation,10.46%,VA,MORTGAGE,12500,695-699,10,43491,3,5 years
2218,20125,20125,14.65%,36 months,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,695-699,11,23698,1,7 years
2219,12000,12000,15.27%,36 months,credit_card,16.46%,PA,OWN,2516.67,670-674,9,2174,2,5 years
2220,5000,4950,10.62%,60 months,home_improvement,11.23%,CA,MORTGAGE,5200,745-749,6,1941,1,5 years
2221,8000,7989.96,11.36%,36 months,other,5.27%,CA,MORTGAGE,13389.15,705-709,6,7351,1,3 years
2222,3600,3600,6.62%,36 months,credit_card,9.35%,TX,RENT,2000,735-739,17,1710,0,1 year
2223,8800,8350,9.63%,36 months,wedding,4.89%,GA,MORTGAGE,5479,755-759,5,6055,0,6 years
2224,18000,17925,19.22%,60 months,debt_consolidation,21.36%,CA,RENT,6867.92,690-694,13,19446,0,10+ years
2225,20000,20000,23.76%,60 months,debt_consolidation,18.75%,VA,MORTGAGE,6266.67,660-664,25,10784,3,10+ years
2226,4350,4350,5.99%,36 months,house,3.12%,CA,OWN,2600,780-784,5,866,0,< 1 year
2227,12000,11975,10.99%,60 months,home_improvement,4.04%,NY,MORTGAGE,3416.67,735-739,10,6935,0,< 1 year
2228,5400,5400,13.67%,36 months,debt_consolidation,15.42%,CA,RENT,1666.67,680-684,6,2533,0,4 years
2229,12000,11950,12.68%,60 months,debt_consolidation,22.72%,NY,RENT,5000,700-704,19,9002,0,n/a
2230,12000,12000,17.77%,36 months,debt_consolidation,24.48%,MI,OWN,3333.33,665-669,12,16984,0,10+ years
2231,6700,6700,7.90%,36 months,credit_card,22.19%,KS,RENT,2708.33,705-709,10,6627,0,2 years
2232,3750,3750,11.71%,36 months,debt_consolidation,16.98%,CA,RENT,1650,675-679,6,8101,0,4 years
2233,8000,8000,13.67%,36 months,other,23.50%,NJ,RENT,2791.67,685-689,5,27151,0,< 1 year
2234,4500,4500,11.49%,36 months,other,9.26%,CA,RENT,3500,695-699,5,7247,0,2 years
2235,6000,5975,17.14%,60 months,small_business,6.60%,FL,MORTGAGE,2500,660-664,5,5087,0,8 years
2236,19400,19400,23.28%,60 months,credit_card,9.30%,NC,MORTGAGE,6000,660-664,5,28921,0,10+ years
2237,25000,15600,17.93%,60 months,small_business,19.94%,CA,RENT,5416.67,690-694,13,24810,0,10+ years
2238,8800,8800,14.27%,36 months,debt_consolidation,9.57%,IL,RENT,3833.33,695-699,4,8130,1,4 years
2239,4800,4800,13.99%,36 months,medical,7.39%,OH,RENT,5833.33,680-684,9,170,2,1 year
2240,5175,5175,17.77%,36 months,credit_card,22.93%,NY,RENT,1500,660-664,9,8577,1,5 years
2241,10000,9999.36,10.75%,60 months,home_improvement,4.05%,MD,MORTGAGE,8750,795-799,7,0,1,2 years
2242,12000,12000,11.14%,36 months,other,7.85%,VA,RENT,6666.67,720-724,11,4428,2,9 years
2243,5000,5000,7.51%,36 months,other,11.40%,FL,RENT,1666.67,750-754,4,7968,0,10+ years
2244,33600,33600,17.27%,60 months,debt_consolidation,15.08%,NY,RENT,5416.67,730-734,5,20514,1,8 years
2245,10000,10000,13.11%,36 months,debt_consolidation,29.13%,TX,MORTGAGE,8750,700-704,13,11125,2,< 1 year
2246,12000,11975,16.29%,36 months,other,14.29%,AZ,MORTGAGE,8541.67,695-699,5,5890,3,10+ years
2247,4000,4000,14.33%,36 months,renewable_energy,22.74%,MD,RENT,1666.67,665-669,7,278,0,3 years
2248,20000,20000,15.80%,36 months,credit_card,13.13%,CT,RENT,5000,690-694,10,17981,1,3 years
2249,12000,12000,14.09%,36 months,debt_consolidation,19.49%,CA,RENT,6166.67,675-679,13,6499,0,6 years
2250,17500,17500,21.00%,60 months,home_improvement,1.78%,NY,RENT,4166.67,685-689,7,3377,3,10+ years
2251,10000,10000,11.71%,36 months,credit_card,21.18%,FL,OWN,3333.33,690-694,8,7579,0,1 year
2252,3000,3000,14.22%,36 months,moving,10.05%,MA,RENT,9166.67,665-669,15,22698,2,6 years
2253,5600,5592.37,8.59%,36 months,credit_card,8.34%,NJ,MORTGAGE,3250,735-739,9,2639,1,5 years
2254,10000,10000,15.80%,36 months,debt_consolidation,13.32%,AZ,RENT,5000,670-674,16,11286,1,< 1 year
2255,5000,5000,8.49%,36 months,debt_consolidation,22.53%,WA,MORTGAGE,3000,720-724,9,3388,2,10+ years
2256,16000,16000,21.49%,60 months,small_business,25.76%,NY,MORTGAGE,5000,670-674,14,10881,0,5 years
